date,week,month,year,project,username,atype,vtype,assettype,reviewtype,pkgtype,scene,shot,eftype,state,count,bytes,size,intreviewed,dirreviewed
2021-03-20,2021-03-15,2021-03-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,081ok,081ok_180,,,1,98893006.0,94 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,240tv,240tv_118,,,1,75239783.0,72 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,257kl,257kl_220,,,1,67584748.0,64 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,425ll,425ll_400,,,1,34036292.0,32 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,425ll,425ll_770,,,1,29785483.0,28 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,081ok,081ok_180,,,1,75096904.0,72 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,layerpack,,054am,054am_810,,,1,2090124041.0,1993 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,layerpack,,mk002,mk002_ace11,,,1,1513251746.0,1443 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,lighting,,054am,054am_810,,,1,30339748.0,29 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,lighting,,mk002,mk002_ace11,,,1,1308332249.0,1248 MB,yes,yes
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,lightingdiagnostic,,054am,054am_810,,,1,507361928.0,484 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,054am,054am_810,,,1,917.0,917 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,054am,054am_810,,,1,5338.0,5338 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,054am,054am_810,,,2,4882934.0,4768 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,929.0,929 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,3,19029.0,19 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,3,4918273.0,4803 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,147917674.0,141 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,154257574.0,147 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,150176018.0,143 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,7736349.0,7555 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,11268753.0,11 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,9650320.0,9424 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,10856748.0,10 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,11244549.0,11 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,11167882.0,11 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,11141504.0,11 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,11127175.0,11 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,15212565.0,15 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,11214457.0,11 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,2000470966.0,1908 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,47444517.0,45 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,3542205.0,3459 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,14736240.0,14 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,228520746.0,218 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,6561503.0,6408 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,6568167.0,6414 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,6553876.0,6400 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,25423904.0,24 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,20a3a701749f3e02cf3b8d64c5c2e09c,Asset,Master,shot,,,mk002,mk002_ace11,,,1,4301162.0,4200 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,545.0,545 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,672.0,672 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,652.0,652 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,870.0,870 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,1352.0,1352 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,1386.0,1386 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,4101.0,4101 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,453347.0,443 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,453347.0,443 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,453347.0,443 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,66785.0,65 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,75147.0,73 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,453347.0,443 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,10042.0,10042 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,49857985.0,48 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,49857985.0,48 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,49857985.0,48 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,7850149.0,7666 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,7832117.0,7649 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,49857985.0,48 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,11324.0,11 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,70744.0,69 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,135325254.0,129 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,49857685.0,48 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,49857685.0,48 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,49857685.0,48 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,7917955.0,7732 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,7832133.0,7649 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,2,49857685.0,48 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,shot,entity,,zrt010,zrt010_lex_lair_button01,,,1,297221461.0,283 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,shot,modelling,,zmt010,zmt010_lex_lair_button01,,,1,53316220.0,51 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,shot,modelling,,zmt010,zmt010_vehicle_lex_mech01,,,1,97009133.0,93 MB,yes,yes
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,shot,modelling,,zmt010,zmt010_vehicle_lex_mech01,,,1,97009463.0,93 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,shot,modelling,,zmt010,zmt010_vehicle_lex_mech_parts01,,,1,97011094.0,93 MB,yes,yes
2021-03-20,2021-03-15,2021-03-01,2021,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,shot,modelling,,zmt010,zmt010_vehicle_lex_mech_parts01,,,1,97011500.0,93 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1387.0,1387 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1101.0,1101 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,2125.0,2125 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1108.0,1108 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,2309.0,2309 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1107.0,1107 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,2120.0,2120 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1106.0,1106 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1262.0,1262 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1112.0,1112 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,2336.0,2336 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1112.0,1112 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1808.0,1808 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1147.0,1147 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1989.0,1989 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1065.0,1065 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1688.0,1688 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1126.0,1126 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,544.0,544 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1102.0,1102 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,global,,,,,,,1,1930641259.0,1841 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,shot,entity,,zrt010,zrt010_ace_super01,,,1,997756889.0,952 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,shot,entity,,zrt010,zrt010_clark_adlt01,,,1,1854784976.0,1769 MB,yes,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,shot,entity,,zrt010,zrt010_clark_adlt02,,,1,770072150.0,734 MB,yes,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,shot,entity,,zrt010,zrt010_clark_adlt03,,,1,1871385023.0,1785 MB,yes,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,shot,entity,,zrt010,zrt010_gen_dog_dog01,,,1,3745859642.0,3572 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,shot,entity,,zrt010,zrt010_gen_dog_lab01,,,1,2011147523.0,1918 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,shot,entity,,zrt010,zrt010_gen_woman_mother01,,,1,567824749.0,542 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,shot,entity,,zrt010,zrt010_superman_adlt01,,,1,2169740376.0,2069 MB,yes,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,shot,entity,,zrt010,zrt010_superman_torn01,,,1,2216709301.0,2114 MB,yes,
2021-03-20,2021-03-15,2021-03-01,2021,project10,468901f671f15db3f19398b4cb1c3801,Asset,Master,shot,entity,,zrt010,zrt010_weapon_mace01,,,1,1157836072.0,1104 MB,yes,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,060jm,060jm_140,,,1,136938376.0,131 MB,yes,yes
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,095dd,095dd_380,,,1,2712611753.0,2587 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,253ds,253ds_120,,,1,220197085.0,210 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animbase,,060jm,060jm_140,,,1,136347354.0,130 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animbase,,095dd,095dd_380,,,1,2708978981.0,2583 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animbase,,253ds,253ds_120,,,1,219977784.0,210 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animqc,,060jm,060jm_140,,,1,157262084.0,150 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,060jm,060jm_140,,,1,1456.0,1456 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,060jm,060jm_140,,,1,6393.0,6393 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,060jm,060jm_140,,,1,309.0,309 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,060jm,060jm_140,,,1,393.0,393 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,060jm,060jm_140,,,1,404.0,404 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,060jm,060jm_140,,,1,1631.0,1631 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,060jm,060jm_140,,,1,368.0,368 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,060jm,060jm_140,,,1,363.0,363 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,060jm,060jm_140,,,1,476.0,476 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,060jm,060jm_140,,,1,862.0,862 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,060jm,060jm_140,,,1,865.0,865 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,901.0,901 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,8441.0,8441 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,309.0,309 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,555.0,555 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,393.0,393 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,404.0,404 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,634.0,634 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,368.0,368 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,363.0,363 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,858.0,858 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,857.0,857 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,095dd,095dd_380,,,1,861.0,861 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,901.0,901 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,6453.0,6453 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,309.0,309 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,393.0,393 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,404.0,404 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,2549.0,2549 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,368.0,368 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,363.0,363 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,852.0,852 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,856.0,856 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,848.0,848 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,856.0,856 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,860.0,860 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,253ds,253ds_120,,,1,852.0,852 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,101bdaab095bc03c8de07c64f092a3fb,Asset,Master,shot,charfx,,054am,054am_860,,,2,699901215.0,667 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,101bdaab095bc03c8de07c64f092a3fb,Asset,Master,shot,charfx,,060jm,060jm_025,,,1,1014906248.0,968 MB,yes,yes
2021-03-20,2021-03-15,2021-03-01,2021,project10,101bdaab095bc03c8de07c64f092a3fb,Asset,Master,shot,charfx,,240tv,240tv_118,,,4,1831070080.0,1746 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,101bdaab095bc03c8de07c64f092a3fb,Asset,Master,shot,,,054am,054am_860,,,1,954.0,954 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,101bdaab095bc03c8de07c64f092a3fb,Asset,Master,shot,,,054am,054am_860,,,2,4421.0,4421 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,101bdaab095bc03c8de07c64f092a3fb,Asset,Master,shot,,,054am,054am_860,,,1,403.0,403 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,101bdaab095bc03c8de07c64f092a3fb,Asset,Master,shot,,,054am,054am_860,,,1,86226821.0,82 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,101bdaab095bc03c8de07c64f092a3fb,Asset,Master,shot,,,054am,054am_860,,,2,802.0,802 bytes,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,101bdaab095bc03c8de07c64f092a3fb,Asset,Master,shot,,,054am,054am_860,,,2,77783865.0,74 MB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,101bdaab095bc03c8de07c64f092a3fb,Asset,Master,shot,,,054am,054am_860,,,2,979759.0,957 kB,,
2021-03-20,2021-03-15,2021-03-01,2021,project10,101bdaab095bc03c8de07c64f092a3fb,Asset,Master,shot,,,054am,054am_860,,,16,97180075.0,93 MB,,
